
2026-06-15 10:36:31,538 | INFO | package: mysql.connector.plugins
2026-06-15 10:36:31,538 | INFO | plugin_name: caching_sha2_password
2026-06-15 10:36:31,538 | INFO | AUTHENTICATION_PLUGIN_CLASS: MySQLCachingSHA2PasswordAuthPlugin
2026-06-15 10:36:32,489 | INFO | package: mysql.connector.plugins
2026-06-15 10:36:32,490 | INFO | plugin_name: caching_sha2_password
2026-06-15 10:36:32,490 | INFO | AUTHENTICATION_PLUGIN_CLASS: MySQLCachingSHA2PasswordAuthPlugin
2026-06-15 10:36:42,095 | INFO | A request to display all books has been received.
2026-06-15 10:36:42,095 | INFO | All books are displayed successfully.
2026-06-15 10:36:50,726 | INFO | A request has been received to display a book by id.
2026-06-15 10:36:50,788 | INFO | The book 13 was successfully submitted.
2026-06-15 10:37:35,745 | INFO | A request for a new book has been received.
2026-06-15 10:37:35,745 | INFO | New book created successfully
2026-06-15 10:38:41,847 | INFO | A request to update a book has been received.
2026-06-15 10:38:41,920 | INFO | Book 3 updated successfully
2026-06-15 10:39:01,391 | INFO | A request to lend a book to a member has been received.
2026-06-15 10:39:39,444 | INFO | package: mysql.connector.plugins
2026-06-15 10:39:39,444 | INFO | plugin_name: caching_sha2_password
2026-06-15 10:39:39,444 | INFO | AUTHENTICATION_PLUGIN_CLASS: MySQLCachingSHA2PasswordAuthPlugin
2026-06-15 10:41:45,557 | INFO | package: mysql.connector.plugins
2026-06-15 10:41:45,557 | INFO | plugin_name: caching_sha2_password
2026-06-15 10:41:45,557 | INFO | AUTHENTICATION_PLUGIN_CLASS: MySQLCachingSHA2PasswordAuthPlugin
2026-06-15 10:41:45,773 | INFO | A request to update a book has been received.
2026-06-15 10:41:45,843 | ERROR | This id 3 does not exist in the system.
2026-06-15 10:42:10,116 | INFO | A request to lend a book to a member has been received.
2026-06-15 10:43:05,216 | INFO | package: mysql.connector.plugins
2026-06-15 10:43:05,216 | INFO | plugin_name: caching_sha2_password
2026-06-15 10:43:05,216 | INFO | AUTHENTICATION_PLUGIN_CLASS: MySQLCachingSHA2PasswordAuthPlugin
2026-06-15 10:43:13,043 | INFO | A request to lend a book to a member has been received.
2026-06-15 10:43:16,263 | INFO | A request to lend a book to a member has been received.
2026-06-15 10:43:19,072 | INFO | A request to lend a book to a member has been received.
2026-06-15 10:43:21,557 | INFO | A request to lend a book to a member has been received.
2026-06-15 10:45:01,892 | INFO | package: mysql.connector.plugins
2026-06-15 10:45:01,892 | INFO | plugin_name: caching_sha2_password
2026-06-15 10:45:01,892 | INFO | AUTHENTICATION_PLUGIN_CLASS: MySQLCachingSHA2PasswordAuthPlugin
2026-06-15 10:45:08,876 | INFO | package: mysql.connector.plugins
2026-06-15 10:45:08,876 | INFO | plugin_name: caching_sha2_password
2026-06-15 10:45:08,876 | INFO | AUTHENTICATION_PLUGIN_CLASS: MySQLCachingSHA2PasswordAuthPlugin
2026-06-15 10:45:12,319 | INFO | A request to lend a book to a member has been received.
2026-06-15 10:45:12,498 | ERROR | Member 2 is inactive.
2026-06-15 10:45:43,172 | INFO | A request to return a borrowed book has been received.
2026-06-15 10:45:43,362 | ERROR | The book 2 is not on loan to member 5.
2026-06-15 10:45:51,613 | INFO | A request to return a borrowed book has been received.
2026-06-15 10:45:51,792 | ERROR | The book 1 is not on loan to member 5.
